"","MZ","Intensity"
"172",96.2625961303711,9442.97265625
"173",96.4304351806641,7100.64990234375
"174",96.5749282836914,7194.98193359375
"175",96.808967590332,9320.4794921875
"176",96.9565048217773,8124.74951171875
"177",98.7321166992188,8790.439453125
"178",98.8967361450195,8118.1181640625
"179",99.30419921875,7975.3203125
"180",100.493125915527,7546.91943359375
"181",100.55583190918,7350.06494140625
"182",100.733573913574,8875.888671875
"183",101.012786865234,7613.31201171875
"184",101.383193969727,6990.3115234375
"185",101.452423095703,8150.275390625
"186",101.765693664551,7362.412109375
"187",102.275886535645,9241.6103515625
"188",102.32445526123,6992.9384765625
"189",102.761749267578,6626.5048828125
"190",102.769248962402,6972.21533203125
"191",102.881217956543,7742.6044921875
"192",104.055038452148,7562.0869140625
"193",104.258918762207,7316.17578125
"194",105.027366638184,6810.2451171875
"195",105.060287475586,7354.3330078125
"196",105.408378601074,11828.3671875
"197",105.893653869629,7235.6337890625
"198",106.077095031738,8376.9765625
"199",106.238555908203,7254.62109375
"200",106.451133728027,6969.0830078125
"201",106.585945129395,8160.90478515625
"202",106.653335571289,7142.58935546875
"203",107.003860473633,7835.18603515625
"204",107.387725830078,8576.890625
"205",107.713287353516,8588.021484375
"206",107.758575439453,8964.0908203125
"207",108.098823547363,6693.41650390625
"208",108.808235168457,9859.4072265625
"209",108.826026916504,11185.390625
"210",109.159629821777,8937.5712890625
"211",110.084663391113,72235.0546875
"212",111.561584472656,7462.298828125
"213",111.766555786133,7960.40087890625
"214",111.767097473145,6064.87451171875
"215",111.783210754395,7108.89794921875
"216",112.171730041504,6770.59716796875
"217",112.425666809082,6897.99658203125
"218",113.204490661621,7458.23193359375
"219",113.657211303711,6887.55029296875
"220",113.899291992188,8122.89208984375
"221",114.271263122559,7386.88037109375
"222",114.611953735352,7762.9208984375
"223",114.679260253906,7371.79052734375
"224",114.86775970459,7363.6328125
"225",115.542121887207,6675.4384765625
"226",116.906471252441,6884.73095703125
"227",117.20760345459,7292.25732421875
"228",117.306007385254,7286.9599609375
"229",117.578323364258,7448.23974609375
"230",119.823593139648,8501.4736328125
"231",120.110542297363,6863.416015625
"232",120.39379119873,9826.7333984375
"233",120.701889038086,7564.85302734375
"234",122.038284301758,8133.1591796875
"235",122.831581115723,7738.4482421875
"236",123.152366638184,8287.2978515625
"237",123.450317382812,8277.3125
"238",124.329650878906,8307.9814453125
"239",124.609794616699,9516.8427734375
"240",124.770767211914,6724.1982421875
"241",125.685356140137,6840.244140625
"242",125.999732971191,6851.400390625
"243",126.460159301758,7018.27978515625
"244",126.554008483887,9501.173828125
"245",126.554733276367,7142.5419921875
"246",126.691261291504,7315.61376953125
"247",126.906875610352,7450.24951171875
"248",127.446502685547,7034.37451171875
"249",127.766677856445,7233.771484375
"250",128.188247680664,8372.44140625
"251",128.385543823242,7125.30908203125
"252",129.256164550781,7909.66162109375
"253",130.188919067383,8886.7822265625
"254",130.306564331055,7690.6982421875
"255",131.671127319336,7216.1806640625
"256",131.744186401367,6893.81494140625
"257",132.703399658203,8841.0908203125
"258",134.018630981445,7116.75634765625
"259",135.350128173828,7526.0146484375
"260",135.620254516602,7831.6689453125
"261",135.969650268555,7702.13525390625
"262",136.164199829102,10970.216796875
"263",137.152191162109,10725.1259765625
"264",138.1962890625,7796.75634765625
"265",139.898895263672,7326.09716796875
"266",140.777267456055,6944.4775390625
"267",141.149261474609,6843.19873046875
"268",142.869277954102,8479.8115234375
"269",142.908187866211,7609.9453125
"270",142.99787902832,7111.830078125
"271",143.434997558594,7114.5224609375
"272",143.493774414062,8605.7041015625
"273",143.990188598633,7112.22412109375
"274",144.335723876953,16049.9892578125
"275",144.508255004883,8351.87890625
"276",144.671737670898,9311.474609375
"277",145.386184692383,9915.1904296875
"278",146.231033325195,8857.087890625
"279",147.666320800781,7290.59228515625
"280",153.320663452148,10143.3427734375
"281",153.382705688477,8279.521484375
"282",156.769821166992,7731.4013671875
"283",157.019546508789,7334.142578125
"284",158.118347167969,6625.306640625
"285",158.956878662109,6734.615234375
"286",163.405471801758,7276.51904296875
"287",164.564361572266,10033.048828125
"288",164.981460571289,9525.7451171875
"289",165.877471923828,7607.7685546875
"290",167.194030761719,7762.0029296875
"291",168.018325805664,9220.837890625
"292",168.661346435547,7817.01904296875
"293",170.851501464844,7348.18115234375
"294",172.263717651367,7682.3505859375
"295",173.630325317383,7133.31005859375
"296",174.051223754883,7671.810546875
"297",176.519180297852,7945.2236328125
"298",178.211288452148,6753.791015625
"299",179.517669677734,6388.41064453125
"300",179.518249511719,6142.3740234375
